PHẦN THỨ NHẤT	﻿ELSŐ RÉSZ
Người ta chấp thuận ngay và đề nghị Bộ thuộc địa tổ chức một đoàn đi nghiên cứu vùng Thòng lọng Niger.	Ama bizonyos alkalommal is az történt, hogy sem Barsac, sem Baudrières nem volt hajlandó körömfeketényit sem engedni; s úgy tűnt, hogy összecsapásaiknak sohasem lesz vége.
Căn cứ vào báo cáo của đoàn này, Viện dân biểu sẽ ra quyết định dứt khoát.	Baudrières, szokásához híven, menten heves támadást indított Barsac érvei ellen.
Việc bầu trưởng đoàn thị sát lại càng khó khăn hơn và cả hai lần bầu, Barsac và Baudrières đều có số phiếu ngang nhau.	A gyarmatügyi minisztert erősen zavarba hozta e vita, mert sejtelme sem volt, hogy a két szenvedélyes szónok közül tulajdonképpen melyiknek adjon igazat.
Phải chấm dứt cuộc bầu báng này thôi.	- Ha nem tudunk megegyezni, menjünk a helyszínre!
— Thây kệ, chúng ta cử cả hai!	Az elhangzottaknak sikere volt.
Chắc Viện đã coi đây như là dịp để Viện khỏi phải nghe tranh luận về thuộc địa trong vài tháng.	Csakhogy amikor az expedíció vezető képviselőjének kijelölésére került a sor, nagy nehéz­ségek támadtak.
Barsac và Baudrières cùng được đắc cử và phải nhờ đến tuổi tác mới quyết định được ai trong số hai người đó sẽ cầm đầu đoàn thị sát.	Barsac és Baudrières kétszer egymás után ugyanannyi szavazatot kapott. Valahogy mégis csak dűlőre kell jutni!
Ưu thế thuộc về Barsac.	- Mennydörgős mennykőt!
Ông lớn tuổi hơn Baudrières ba ngày.	Hát nevezzük ki mind a kettőt!
Baudrières rất bực mình nhưng phải cam chịu với vai trò trợ lý.	- kiáltott fel egy tréfamester, aki semmiféle francia testületi gyűlésen nem hiányozhat.
Chính phủ đưa thêm vào danh sách đoàn một số người nữa, tuy không nổi bằng nhưng có lẽ hữu ích hơn.	Életkoruk igazolása után aztán kiderült, hogy Barsacé az elsőség, mert három nappal előbb született, mint ellenlábasa.
Khi đến Conakry, đoàn đã có bảy thành viên, kể cả Barsac và Baudrières.	Baudrières, bár halálosan elkeseredve, beletörődött a helyettes vezetői tisztségbe.
Mái tóc xoăn bạc tô điểm cho diện mạo vui tươi, dù ông mới năm mươi tuổi nhưng bộ ria mép rậm của ông đã trắng như tuyết.	Fejét, jóllehet még nem volt ötvenéves, hófehér göndör haj borította, s ugyancsak hószínű, rövidre nyírt bajuszt viselt.
Bác sĩ Châtonnay là người tuyệt diệu, nhạy cảm, vui vẻ và cười nói ồn ào với bất kỳ nguyên cớ nào.	Châtonnay doktor kiváló, melegszívű, vidám természetű ember volt; néha csodálkoztak is, hogy mi mindenen tud nevetni, s mikor kirobbant belőle a kacagás, a hangja olyan volt, mint a fojtás alól felszabaduló gőzé.
Còn có Isidore Tassin, phóng viên Hội địa lý, một con người nhỏ thó, khô khan, quyết đoán và say mê nghiên cứu địa lý.	Meg kell még említenünk Isidore Tassin urat, a Földrajzi Társaság levelező tagját, egy kis termetű, sovány, élénk természetű emberkét, akit "kizárólagosan" és szenvedélyesen csak a geográfia érdekelt.
Ba người còn lại của đoàn là Poncin, Quirieu và Heyrieux, quan chức của các bộ.	Az expedíció három másik tagja: Poncin, Quirieu és Heyrieux urak különböző minisz­tériumok tisztviselői, és teljesen jelentéktelen személyek.
Họ là những người hết sức bình thường.	Nincs rajtuk vagy bennük semmi különös; emberek, mint a legtöbb ember.
Ngoài số thành viên chính thức đó ra, tham gia đoàn còn có người thứ tám, tóc vàng, trông có vẻ nhiệt tình và cương quyết, tên là Amédée Florence, phóng viên của báo Expansion française.	Szőke és az arckifejezése erélyes, határozott, a neve Amédée Florence, hivatása és mestersége pedig az, hogy a lehető legjobban tudósítsa az Expansion Française című nagy napilapot, amelynek szorgalmas és ugyancsak talpraesett riportere volt.
Đó là những người đã bước lên bờ từ chiếc tàu Touat vào ngày 27 tháng Mười một.	Íme, a társaság, amely azon a november 27-i napon a Frayssinet Company Touat nevű gőzöséről partra szállt.
Tại bến cảng, ông toàn quyền Valdonne cùng với thị trưởng thành phố Conakry đã long trọng chào mừng các vị khách.	De legyünk hozzá igazságosak: nem nyújtotta el a mondanivalóját, és mondjuk meg azt is, hogy rövid kis szónoklata kivívta a megérdemelt sikert.
Ông toàn quyền phát biểu ngắn gọn nhưng rất đạt.	Ezután, mint az expedíció vezetője, Barsac úr lépett elő, s a következőképpen köszönte meg a fogadtatást:
Barsac đáp từ.	- Kormányzó úr, uraim!
Sau đó họ cùng về phủ toàn quyền.	Tehát - ó, a szavak misztikus hatalma!
Ở đấy, trong ba ngày, các thành viên của đoàn sẽ phải thảo cho xong lộ trình chi tiết.	Az ön­imádat mindenkoron fogas kérdéseket támaszt; nos, ez alkalommal a fogas kérdést ily módon sikerült megoldani.
Khu vực nằm trong dự luật của Barsac rộng hơn một triệu rưỡi km vuông, gần gấp ba lần diện tích nước Pháp.	- Kormányzó úr, uraim! - kezdte el Baudrières, és szavaival félbeszakította a tapsot, amelyet a Barsac beszéde váltott ki.
Trên đường đi, đoàn sẽ chia nhỏ để mở rộng phạm vi hoạt động của mình.	A veszély pedig nem zavarhatja a munkánkat, mert közte s köztünk a francia szuronyok állnak őrt.
Sau khi ra khỏi Conakry, trước tiên đoàn sẽ đến Kankan, băng qua Ouossou, Timbo – trung tâm quan trọng của Fouta-Djalon Nam và Kouroussa – một trạm phát điện ở Niger, gần nguồn của con sông ấy.	Engedtessék meg tehát, hogy mielőtt egy lépést is tennénk Afrika földjén, tisztelettel üdvözöljem a mi fegyveres kíséretünket, amely a minket talán fenyegető legkisebb veszélynek még a lehetőségét is kizárja.
Ở Sikasso, cách biển một nghìn một trăm km, đoàn sẽ chia làm hai.	Mintegy háromszor nagyobb volt Fran­ciaországnál.
Một nhóm do Baudrières dẫn đầu sẽ đi về hướng Nam, đến Conggo và tới thủ đô Conggo sau khi đã vượt qua Sitardougou, Niambouambo và các khu dân cư lớn nhỏ khác.	Végül is abban állapodtak meg, hogy az expedíció egyik részének kétezer-ötszáz, a másiknak viszont háromezer-ötszáz kilométert kell majd megtennie.
Từ Conggo họ sẽ tới Baoulé để cuối cùng, đến được bờ biển Ngà tại Gran – Batxan.	Egy idő után ugyanis az expedíció két részre szakad, hogy így nagyobb területet járhasson be.
Nhóm kia sẽ cùng với Barsac tiếp tục đi về hướng đông, qua Ouagadougou đến Niger, tại Saye, sau đó họ đi dọc sông, cắt ngang Mossi và cuối cùng xuyên qua Gourma và Borgou kết thúc chuyến đi ở Cotonou trên bờ Dahomey.	Úgy döntöttek, hogy Conakryból elindulva előbb Kankanba mennek, mégpedig Uossoun, Timbón - Dél-Fouta-Djalon eme fontos központján keresztül, s közben a Niger forrásvidéké­től nem messze fekvő folyóparti Kouroussát is érintik.
Tính thêm những chặng đường vòng và số thời gian bắt buộc phải đi chậm thì thấy trước chuyến đi của nhóm một sẽ kéo dài không dưới tám tháng và chuyến đi của nhóm hai phải mất từ mười đến mười hai tháng.	Miután számításba vették a kerülőket és az elkerülhetetlen vesztegléseket is, úgy találták, hogy az egész útvonal megtételére az első részlegnek legalább nyolc hónapra lesz szüksége, míg a második részlegnek tíz, esetleg tizenkét hónapra is.
Cùng khởi hành từ Conakry vào ngày 1 tháng Mười hai, Baudrières sẽ không thể đến Gran – Batxan trước ngày 1 tháng Mười năm sau được.	Ha december 1-én Conakryból együtt vágnak neki az útnak, Baudrières augusztus 1-e előtt nem érkezhet meg Grand-Bassam­ba, Barsac pedig október 1-e előtt Cotonouba.
Như vậy, chuyến đi sẽ dài ngày.	De Tassin úr nem nagyravágyó.
Ngày 30 tháng Mười một, trước khi lên đường, Barsac bị mệt vì đã dạo chơi dưới trời nắng gắt ở Conakry.	A német Barth doktor után, aki 1853-ban és 1854-ben keresztülhatolt itten, rendre-rendre egész sereg felfedező bejárta már e földeket.
Ông trở về phòng của mình.	Az indulás időpontját december 1-re tűzték ki.
Khi ông đang ngồi quạt khoan khoái thì cậu cần vụ vào báo rằng có hai người xin gặp.	Az indulás előtti napon a küldöttség tagjai a kormányzó asztalánál hivatalos ebéden kellett hogy részt vegyenek.
— Ai thế?	- Miféle egyének?
– Barsac hỏi.	- kérdezte Barsac.
Cậu cần vụ làm cử chỉ tỏ ý không biết.	Az ajtónálló megvonta a vállát, hogy mit tudja ő.
— Cho họ vào – Barsac nói.	- Valami férfiféle meg egy dáma - mondta bizalmasan.
Ông ta có cặp mắt lanh lợi, cái mũi to và đôi môi dày, không hiểu thứ dao gì đã diệt sạch râu ria trên đôi môi ấy.	Miközben az utasítást kiadta, anélkül hogy szándékában állott volna, futó pillantást vetett a tükörbe, amely cseppet sem titkolta el a gömbölydedségét.
Hai mai tóc và vành tóc quăn màu hung đỏ viền quanh phần dưới của chiếc sọ hói bóng.	Ha a gondolatai nem kószáltak volna másfele, láthatta volna, hogy az ingaóra éppen hatot mutat.
Bức chân dung này miễn cho chúng ta phải nói rằng ông ta không đẹp, nhưng cái mã xấu xí của ông ta thật dễ thương: những chiếc răng to lộ rõ tấm chân tình và trong đôi mắt thì ánh lên lòng nhân từ nhí nhảnh.	A zónaidőt figyelembe véve, éppen ebben a pillanatban kezdődött meg a Central Bank DK-fiókjában az a rablótámadás, amelyről elbeszélésünk első fejezetében szóltunk.
Theo sau ông ta là một cô gái có dáng người thanh cao, thắt đáy lưng ong, khuôn miệng xinh tươi, cái mũi dọc dừa, đôi mắt to và mái tóc đen mượt.	A látogatók - egy negyvenöt év körüli férfi, akit egy húsz-huszonöt év körüli ifjú hölgy követett - beléptek a szobába, amelyben Barsac sziesztára készülődött, mielőtt nekivágna, hogy megküzdjön a hivatalos vacsora fáradalmaival.
Nàng là mỹ nhân tuyệt thế.	A férfi valóban csuda magas volt.
Barsac mời khách ngồi.	Szőkének mondta.
Người đàn ông cất tiếng nói:	Utána egy fiatal lány lépett be.
— Xin ngài dân biểu hãy thứ lỗi cho chúng tôi vì đã làm phiền ngài và cho phép chúng tôi được tự giới thiệu.	El kell ismernünk, hogy az ajtónálló cseppet sem túlzott, amikor szépnek mondotta.
Tôi tên là Agénor de Saint-Bérain, chủ nhà, độc thân và là công dân của thành phố Renno.	- Engedelmet, képviselő úr, a zavarásért, és bocsássa meg, hogy mi mondjuk meg magunkról, kik vagyunk, de nem tehetünk másképpen.
– Sau khi kể xong địa vị xã hội của mình, Agénor de Saint-Bérain thoáng ngừng rồi tiếp tục giới thiệu: – Đây là cô Jane Mornas, dì của tôi.	A nevem... de engedje meg, hogy szokásom szerint hozzátegyem: a nevem, sajnos kissé nevetséges... Agenor de Saint-Bérain vagyok, föld­birtokos, nőtlen és Rennes város polgára.
— Dì của ông?	- Az ön nagynénje?
– Barsac hỏi lại.	- hökkent meg Barsac.
— Vâng, cô Mornas đúng thực là dì của tôi. – Agénor de Saint-Bérain xác nhận.	- Bizony, Mornas kisasszony a legszabályosabban a nagynénikém - jelentette ki Agenor de Saint-Bérain, és szavait az ifjú hölgy napsugaras mosolya kísérte.
Lúc ấy nụ cười vui vẻ hé nở trên đôi môi của cô gái...	Mert abban a pillanatban mintha a nap sütött volna fel.
Khuôn mặt tuyệt đẹp, chỉ có một nhược điểm duy nhất là hơi quá nghiêm nghị của nàng rạng rỡ lên ngay.	Gyönyörű arca, amelynek talán csak túlságosan komoly kifejezését lehetne kifogásolni, valósággal felragyogott.
— Điều đó làm cho tôi trẻ lại – ông cháu trai ngắt lời.	- Így fiatalítom magam - szólt közbe az unokaöcs.
— Nhưng, – Jane Mornas nói tiếp – một khi đã gây được ấn tượng mạnh mẽ và quyền hợp pháp của mình đã được xác lập thì ông ta đồng ý đổi vai trở thành chú Agénor như trong gia đình chúng tôi vẫn gọi từ lúc tôi mới lọt lòng.	- De - folytatta Jane Mornas - miután kellő meglepetést okoztunk, és miután Agenor a jog szerinti állapotát leszögezte, menten beleegyezik, hogy szerepet cseréljünk, és átalakuljon Agenor nagybácsivá, mert bizonyos családi megállapodás szerint, mióta megszülettem, min­dig is a bácsikámnak tekintették.
— Vì như vậy hợp với tuổi tác của tôi hơn, – ông vừa chú, vừa cháu giải thích.	- Mert ez a koromhoz jobban illő állapot - hagyta rá az öcs-nagybácsi.
– Nhưng thưa ngài dân biểu, cho phép tôi được trình bày mục đích đến đây của chúng tôi.	- De tekintsünk el ettől, és most, miután bemutatkoztunk, engedje meg, képviselő úr, hogy rátérjek látogatásunk céljára.
