Nguyên tác tiếng Pháp: Eugénie Grandet	Eugénie Grandet
Mặc dù giọng ông nhỏ nhẹ, dáng ông thận trọng, nhưng ngôn ngữ và tập quán bác phó thùng vẫn cứ lộ ra, nhất là khi ông ở nhà, không phải giữ gìn như ở những chỗ khác.	Bár hangja szelíd volt és viselkedése megfontolt, beszéde és szokásai elárulták kádármester voltát, főleg otthon, ahol kevésbé fegyelmezte magát, mint bárhol másutt.
Về hình dáng, Grangde cao hơn một thước sáu, to ngang, vuông vức, vai rộng, vòng bắp chân đến bốn tấc, đầu gối có u có khúc, mặt tròn trịa rám nắng, rỗ đậu mùa, cằm thẳng, môi dầy, răng trắng; đôi mắt vừa tỉnh táo vừa thao láo như muốn nuốt sống người ta, giống như mắt con rắn thiêng trong thần thoại; trán đầy nếp răn ngang và những cục u tiêu biểu cho tâm tính con người; tóc vàng vàng lại lốm đốm trắng khiến cho một số thanh niên không biết đùa cợt ông Grangde là chuyện tày trời, bảo đầu ông có vàng có bạc.	Külsejére nézve Grandet öt láb magas, zömök, erős ember volt, a lábikrájának kerülete tizen­két hüvelyk, a térde göcsörtös, a válla széles, kerek arca napbarnított és ragyás; az álla szög­letes, feszes ajka egyenes vonalú, foga fehér; szemében olyan nyugodt ragadozókifejezés ült, amilyent a baziliszkuszénak tulajdonít a nép; vízszintes ráncokkal barázdált homlokán sokatmondó dudorok voltak; "ezüst és arany" - mondta őszbe vegyülő sárgás hajáról néhány fiatalember, aki még nem tudta, milyen rossz vége lehet a Grandet úr rovására megeresztett tréfának.
Chóp mũi ông khá to và hằn gân máu, bọn phàm tục bảo đấy là dấu hiệu của sự ranh mãnh, và chừng như cũng đúng.	Bunkós orrán eres bibircsók éktelenkedett, amelyről a közvélemény, nem éppen ok nélkül, azt tartotta, hogy tele van gonosz kajánsággal.
Tất cả cái gì toát ra ở người ông ta, từ tác phong, cử động cho tới dáng đi đều nói lên cái lòng tự tin của con người luôn đắc thắng.	Viselkedése, modora, testtartása, egész lénye olyan magabiztosságról tanúskodott, amely azoknak az embereknek a sajátja, akik minden vállalkozásukban sikerrel jártak.
Bởi vậy, tuy bề ngoài, trông ông có vẻ dễ dãi xuề xòa, mà bên trong tính tình ông cứng rắn như sắt.	Grandet úr könnyen kezelhetőnek és befolyásolható­nak látszott, valójában egyénisége a bronz keménységével vetekedett.
Xưa nay ông vẫn ăn mặc một kiểu, ai biết ông năm 1791 bây giờ gặp lại vẫn thấy không khác xưa: đôi giầy chắc nịch vẫn buộc dây da, bốn mùa vẫn tất len, quần chẽn bằng da nâu xấu với những khâu bạc ở gấu, gile nhung có sọc vàng và sọc nâu xen nhau, cài cúc thẳng hàng, áo nâu rộng vạt to, cà vạt đen, mũ vành rộng.	Mindig egyformán öltözködött, ruhája ma éppolyan volt, mint 1791 óta bármikor. Erős cipőjét bőrzsineggel fűzte össze; minden időben vastag gyapjúharisnyát hordott, durva szövésű, barna posztóból készült térdnadrágot ezüstcsattal; sárga-sötétbarna csíkos négygombos mellényt, széles szárnyú, bő, barna kabátot, fekete nyakkendőt és kvékerkalapot.
Găng tay ông bền như găng sen đầm, dùng một thôi hai mươi tháng chưa hỏng; để giữ găng sạch sẽ, khi cởi ra ông cử động có cung cách, đặt nó lên vành mũ bao giờ cũng đúng ở một chỗ.	A kesztyűjét, amely olyan tartós volt, mint a csendőröké, húsz hónapig viselte, és hogy tisztaságát óvja, mindig gondosan kalapja karimájának ugyanarra a részére fektette.
Ngoài những điều kể trên Xomuya không biết gì hơn về con người ấy.	Saumur semmi egyebet nem tudott erről a személyiségről.
Nhà ông Grangde chỉ có sáu người có quyền lui tới.	Mindössze hat lakos léphetett be Grandet úr házába.
Trong bộ ba thứ nhất, nhân vật quan trọng hơn hết là người cháu ông Cruyso.	Az első három közül a legtekintélyesebb Cruchot úr unokaöccse volt.
Từ khi được cử làm chánh án tòa án sơ cấp Xomuya, người thanh niên ấy ghép tên Đơ Bongphong vào tên Cruyso và cố sức làm cho tên Đơ Bongphong át hẳn tên Cruyso đi.	Amióta kinevezték a saumuri első fokú bíróság elnökévé, a fiatalember a Cruchot mellé felvette a Bonfons nevet, és azon iparkodott, hogy a Bonfons a Cruchot fölébe kerekedjen.
Chàng ta đã ký C. Đơ Bongphong.	A nevét már így írta alá: C. de Bonfons.
Người hầu kiện nào vụng về trót gọi "Ông Cruyso" trong khi thưa bẩm, đến khi ra phiên tòa mới biết mình trót dại mồm.	Az a peres fél, aki nem ismervén a dürgést, meggondolatlanságában "Cruchot úr"-nak találta nevezni, már a tárgyalás kezdetén ráébredhetett ostobaságára.
Ông quan tòa ấy che chở cho những người thưa: "Bẩm quan chánh án", nhưng ông dành những nụ cười ân cần nhất cho những kẻ tôn nịnh, một rằng "Ngài Đơ Bôngphong" hai rằng "Ngài Đơ Bongphong".	A bíró azoknak kedvezett, akik "elnök úr"-nak tisztelték, s a legkegyesebb mosolyával csak ama hízelkedőket jutalmazta meg, akik "de Bonfons úr" megszólítással illették.
Ông sẽ còn được hưởng gia tài của ông chưởng khế và gia tài của ông linh mục, chức sắc trong hội đồng giáo sĩ Xanh Mactanh ở tỉnh Tua, cả hai đều là chú ông và đều giàu có.	A három Cruchot, aki számos rokon támogatását élvezte, és aki a város húsz családjával volt sógor­ságban-komaságban, párttá szervezkedett, mint hajdan Firenzében a Medicik; és miként a Mediciknek, a Cruchot famíliának is megvoltak a maguk Pazzijai.
Ba ông Cruyso gốc ấy, với sự trợ thủ của một bầy anh em họ và vài mươi gia đình thông gia trong thành phố, làm thành như một đảng phái, cũng như tộc họ Medixi ở Pholorangxo ngày xưa.	Des Grassins-né, egy huszonhárom éves fiatalember anyja, állhatatosan eljárt kártyázni Grandet-ékhoz, azt remélte, hogy kedves Adolphe fiát összeházasíthatja Eugénie kis­asszonnyal.
Bà năng lui tới chơi bài với bà Grangde với hy vọng dạm hỏi được Ogieni cho con mình.	A három des Grassins-nak szintén voltak pártolói, rokonai, hű szövetségesei.
Ông Đe Gratxanh là chủ ngân hàng; ông viện trợ ráo riết các cuộc vận động của bà vợ bằng cách thường xuyên ngầm giúp ông già Grangde si của ấy; ông xuất hiện trên chiến trường rất đúng cơ hội.	A Cruchot-k részéről az abbé, a család Talleyrand-ja, fivérére, a közjegyzőre támaszkodva ádázul viaskodott a bankárnéval, és megpróbálta unokaöccse, az elnök számára megkaparin­tani a gazdag örökséget.
Về phía gia đình Cruyso, nhà ngoại giao thuyết khách của họ là ông linh mục; ông này, có ông chưởng khế giúp đắc lực, đang ráo riết tranh chấp chiến địa với bà chủ ngân hàng và cố kéo cái gia tài kếch xù kia về cho ông cháu chánh án.	A Cruchot-k és a des Grassins-ek között dúló titkos hadakozás, amelynek a tétje Eugénie Grandet keze volt, szenvedélyesen foglalkoztatta Saumur különböző rendű és rangú köreit.
Các tầng lớp xã hội ở Xomuya say sưa theo dõi cuộc chiến tranh bí mật giữa hai họ để chiếm đoạt cô Ogieni.	Vajon az elnök úrhoz vagy Adolphe des Grassins úrhoz megy feleségül Grandet kisasszony?
Thử giải bài tính ấy, có người đáp rằng ông Grangde sẽ không gả con cho anh này mà cũng chẳng gả cho chàng kia; họ bảo ông Grangde chứa chan tham vọng, muốn kén một ông rể Thượng khanh của nước Pháp; cô Ogieni hưởng cái gia tài mỗi năm ba mươi vạn phơrăng lợi tức, thì khó gì mà không tìm ra một vị Thượng khanh nuốt trôi tất cả những cái thùng ông bố vợ đã đóng, đang đóng và sẽ đóng.	Az egykori kádármestert fűti a becsvágy - mondták -, Franciaország főurai között keres magának vőt, a háromszázezer frankos évjáradék majd elfeledteti a Grandet család vala­mennyi egykori jelenlegi és jövőbeli hordóját.
Những người khác lại bảo ông bà Đe Gratxanh là quý tộc, họ giàu lớn và Adon giỏi trai; có họa là có sẵn cháu đức Giáo hoàng trong tay áo để bắt rể, nếu không thì xuất thân ti tiện như thế, ngày trước quai búa thợ thùng ai cũng trông thấy, lại còn từng đội mũ đỏ nữa, thì kết nghĩa dâu gia với gia đình Đe Gratxanh là thỏa nguyện lắm rồi.	Mások erre azt mondták, hogy des Grassins úr és felesége nemesember, nagy vagyonuk van, Adolphe nagyon szép gavallér, és - hacsak a pápa unokaöccse nincs Grandet zsebében - egy ilyen előnyös partinak csak örülhet az a sehonnai népség, jelesül az a férfi, akit egész Saumur látott kádárszekercével a kezében, és aki különben is vörös sipkás forradalmár volt.
Kẻ am hiểu nhất bảo rằng ông Cruyso đơ Bongphong lúc nào đến chơi nhà Grangde cũng được, còn Adon thì chỉ được tiếp ngày chủ nhật thôi.	A legjózanabbak megjegyezték, hogy Cruchot de Bonfons úrnak a nap bármely szakában szabad bejárása van a Grandet-házba, a vetélytársát viszont csak vasárnaponként fogadják.
Người nữa lại nói, bà Đe Gratxanh thân với cánh phụ nữ trong nhà hơn, bà có thể cảm hóa họ, làm cho mưu chước của bà không chóng thì chầy cũng đi đến thành công.	Emezek azt bizonyították, hogy des Grassins-né, szo­ro­sabb kapcsolatban lévén a ház hölgytagjaival, mint Cruchot-ék, olyan gondolatokat ültethet a fejükbe, amelyek előbb-utóbb őt segíthetik győzelemre.
Người khác trả lời rằng linh mục Cruyso là người xảo mị nhất đời, thầy tu đấu với phụ nữ thì cũng là kẻ tám lạng người nửa cân, không hơn không kém.	Amazok azzal vágtak vissza, hogy Cruchot abbéhoz fogható behízelgő modorú ember még egy nincs a világon, az asszony és a szerzetes közötti játszma tehát döntetlenre áll.
Một anh chàng hóm hỉnh của tỉnh Xomuya bảo: "Thật là kỳ phùng địch thủ!".	- Fej fej melletti küzdelem - mondta egy élces kedvű saumuri.
Những người ở Xomuya lâu năm, biết việc hơn, cho rằng họ nhà Grangde thừa không ngoan, quyết không để lọt của ra ngoài, cho nên cô Grangde tỉnh Xomuya chắc chắn sẽ kết hôn với cậu con ông Grangde, nhà buôn rượu giàu lớn ở Pari.	A tájékozottabb helybeli öregek úgy vélték, a Grandet-k megfontoltabbak annál, semhogy hagynák kicsúszni a vagyont a család kezéből, a saumuri Eugénie Grandet kisasszony nőül adatik a párizsi gazdag bornagykereskedő Grandet úr fiához.
Đáp lại luận điệu ấy, phái Cruyso và phái Gratxanh bảo:	Erre a Cruchot-pártiak és a Grassins-pártiak egyként válaszoltak:
"Trước hết, anh em nhà họ ba mươi năm nay chỉ giáp nhau có một lần.	Először is a két fivér harminc év alatt talán ha két ízben találkozott.
Sau nữa phải biết rằng ông Grangde ở Pari có nhiều kỳ vọng về cậu con trai mình.	Aztán meg a párizsi Gran­det úrnak nagyra törő tervei vannak a fiával.
Ông ta vừa là quận trưởng, vừa là nghị viên, vừa là đại tá quốc dân quân, vừa là thẩm phán tòa án thương mại, ông ấy không thừa nhận ông Grangde ở Xomuya ta là anh em.	Kerületi polgármester, képviselő, a nemzetőrség ezredese, a kereskedelmi bíróság bírája; mit neki a saumuri Grandet család, ő arra pályázik, hogy a fia benősüljön egy olyan családba, amelyet Napóleon kegye hercegi rangra emelt.
Ông có tham vọng cầu thân với một gia đình vinh phong công tước nhờ ân mưa móc của hoàng đế Napoleon kia".	Mi mindent összefecsegtek a gazdag örökösnőről; róla beszéltek húsz mérföldes körzetben, még a postakocsin is, Angers-től egészen Blois-ig!
Đầu năm 1811, phái Cruyso thắng phái Đê Gratxanh một bàn rõ rệt.	1818 elején a cruchotisták jelentékeny előnyre tettek szert a grassinistákkal szemben.
Ông chưởng khế Cruyso, ông chánh án Cruyso, ông linh mục Cruyso cùng với bọn trong cánh đã biết cách ngăn việc chia cắt sản nghiệp ấy ra bán thành lô nhỏ.	Cruchot közjegyzőnek, Cruchot elnöknek, Cruchot abbénak, hívei segítségével, sikerült megakadályoznia, hogy a birtokot felparcellázva árusítsák ki.
Ông chưởng khế Cruyso thuyết phục chàng thanh niên chủ ấp, bảo rằng nếu chia ra bán thành nhiều lô thì sau này còn phải mất bao nhiêu công kiện tụng, bao nhiêu án tiết lôi thôi mới buộc được các chủ mua trả đủ, chi bằng bán trọn sở cho ông ta, không những ông ấy có khả năng thanh toán, mà ông lại còn có thể trả tiền mặt nữa.	A közjegyző remek egyezségre jutott a fiatalemberrel, megmagyarázta neki, hogy a parcellák árát csak se vége, se hossza pereskedés után tudná behajtani a nyertes árlejtőkön; jobban teszi, ha az egész birtokot Grandet úrnak adja el, ővele nincs kockázat, hajlandó készpénzben fizetni.
