Bà Bô vary	Bovaryné
Từ lâu, Bà Bôvary mẹ chờ đợi lão ta chết, nhưng lão chưa kịp cuốn gói về với tổ tiên thì Sáclơ đã đến dựng phòng khám bệnh trước cửa nhà lão như người kế nghiệp sẵn sàng.	Bovaryné már régen leste, mikor fog meghalni ez az öreg ur, s a derék aggastyán még le se hunyta a szemét, mikor Károly már letelepedett a szemközt lévő házban, mint az öreg ur utódja.
Nhưng nuôi con khôn lớn, cho nó học nghề thuốc, rồi tìm vùng Tôxtơ để nó lập nghiệp chưa phải là hết; còn phải cưới vợ cho nó nữa.	De nem elég, hogy az ember fölneveli a fiát, kitanittatja orvossá, s fölfedezi számára Tostes-ot, a hol a mesterségét gyakorolhatja; asszony is kell neki.
Bà ta liền kiếm cho con một người: một người đàn bà góa mà người chồng chết đi là một viên mõ tòa ở Điép, mụ đã bốn mươi lăm tuổi, có lợi tức hàng năm tới một ngàn hai trăm đồng.	Bovaryné talált asszonyt is; egy dieppe-i végrehajtó negyvenöt éves özvegyét, akinek tizenkétszáz frank évi jövedelme volt.
Tuy mụ xấu xí, thân hình khô cằn như bó củi và đầy mụn mọc như búp mùa xuân, nhưng quả thật mụ không thiếu gì đám nhòm ngó.	Bár csunya volt, pörsenéses arczu és száraz, mint egy rőzse-köteg, Dubuc-né válogathatott a kérőkben; talált minden ujjára tizet.
Sáclơ hy vọng lấy vợ là mở đầu một cuộc sống tươi đẹp hơn, tin tưởng mình sẽ được tự do hơn, sẽ làm chủ vợ mình và tiền tài của vợ mình.	Károly a házasságtól a kényelmesebb életmód elkövetkeztét várta; azt hitte, hogy szabadabb lesz, s hogy tetszése szerint fog rendelkezni ugy a személyével, mint a pénzével.
Mụ bóc thư riêng của chồng, theo dõi từng hoạt động của chồng và nghe trộm qua vách khi chồng khám bệnh cho đàn bà.	Felesége felbontogatta a leveleit, kémlelte minden lépését, s ha asszony-látogatók jöttek hozzá orvosi tanácsot kérni, a kulcslyukon át hallgatta, hogy mit beszél velök.
Sáng nào, mụ cũng phải có Sôcôla điểm tâm, bắt chồng phải đặc biệt nâng niu chiều chuộng mình.	Minden reggel megkövetelte a maga csokoládéját és az apró-cseprő dolgokban is a legnagyobb figyelemmel kellett lenni iránta.
Mụ luôn miệng than thở về gân cốt, tim phổi, khí huyết của mình.	Folyvást panaszkodott, hogy ideges, hogy a melle fáj, hogy fejgörcsei vannak.
Tiếng chân người đi lại làm mụ khó chịu; người ta bỏ đi, mụ kêu mụ bị trơ trọi một cách thảm hại; người ta trở lại mụ bảo chắc hẳn là để xem mụ chết đi.	A lépés zaja is bántotta; ha Károly elment, a magánosságot rettenetesnek találta, s ha visszajött hozzá, azzal gyötörte, hogy: már a halálát lesi.
II	II.
Một đêm, vào khoảng 11 giờ, cả nhà thức giấc bởi tiếng chân ngựa dừng đúng ngay trước cửa.	Egy éjjel, tizenegy óra tájban, lódobogás ébresztette fel őket; a ló éppen a kapu előtt állt meg.
Chị hầu gái mở cửa gác thượng ngó xuống, rồi trao đổi một lúc với một người đàn ông đứng dưới phố.	Cselédjük kinyitotta a padlás-szoba ablakát, s tárgyalni kezdett az utczán várakozó emberrel.
Người này đến mời ông thầy thuốc, có mang theo một phong thư.	Az orvost kereste; levelet hozott neki.
Naxtazi, run lên cầm cập, bước xuống cầu thang rồi mở khóa, kéo then.	Nastasie dideregve ment le a lépcsőn és kinyitotta az ajtókat, egyiket a másik után.
Người lạ để ngựa đấy, theo chị, đột ngột vào buồng Sáclơ.	Az ember leszállt lováról és bejött a házba.
Anh ta lấy từ trong cái mũ len có chòm lông xám ra một bức thư cuốn trong miếng vải, và lễ phép đưa cho Sáclơ, Sáclơ tỳ khuỷu tay xuống gối đọc.	A hálószobába érve, egy rongyba burkolt levelet halászott elő szürke bojtos gyapjusapkájának a belsejéből, átnyujtotta Károlynak, aki felkönyökölt a párnájára, hogy elolvashassa a levelet.
Naxtazi đứng cạnh giường, cầm đèn.	Nastasie az ágy mellett a gyertyát tartotta.
Bà chủ, vì ngượng ngùng, nằm quay mặt về phía tường, còn để lộ tấm lưng.	Bovaryné, szemérem-érzetből, a fal felé fordult s csak a hátát mutatta nekik.
Bức thư có gắn dấu nhỏ bằng xi màu lơ, cầu mong ông Bôvary đến ngay trang trại Béctô để cứu một người gãy chân.	Ez a levél, melyet irója formás kis kék pecséttel zárt le, arra kérte Bovary urat, siessen haladéktalanul a bertaux-i tanyára, meggyógyitani egy eltört lábat.
Mà từ Toxtơ đến Béctô, phải đi sáu dặm đường tắt, qua Lôngvin và Xanh Vichto.	Tostes-tól a bertaux-i tanyáig, Longueville-en és Saint-Victor-on át, jó hat mértföld az ut.
Đêm tối như bưng, Bà Bôvary con lo chồng gặp tai nạn.	Az ifjabb Bovaryné aggódni kezdett, hogy férjét még baj éri az uton.
Thế là người ta quyết định anh bồi ngựa cứ đi về trước; ba giờ sau, khi trăng lên, Sáclơ sẽ lên đường.	Elhatározták tehát, hogy az istálló-szolga előre megy, Károly pedig csak három óra mulva, holdkeltekor indul el.
Phải cho một em bé đi đón để chỉ đường vào trang trại và mở cổng hàng rào.	Majd elébe küldenek egy fiut, aki el fogja vezetni a tanyára és ajtót nyit neki.
Chừng bốn giờ sáng, Sáclơ choàng kín người bằng chiếc măng tô, lên đường đi Béctô.	Reggel négy óra felé Károly beburkolózott köpönyegébe s megindult a bertaux-i tanya felé.
Còn ngái ngủ vì giấc nồng, hắn để mình ru theo nước kiệu êm êm của con ngựa.	Az álom még nem ment ki egészen a szeméből, s mialatt lova csöndesen, egyhanguan poroszkált, lassankint ujra elszundikált.
Mưa đã tạnh; trời hửng sáng; trên cành những cây táo trụi lá, chim chóc còn im lìm đậu, lông cánh xù lên trước gió lạnh ban mai.	Az eső elállott; pirkadni kezdett, s a lombtalan almafák ágain kuczorgó kis madarak fázósan borzolgatták tollaikat a hideg reggeli szélben.
Đồng quê bằng phẳng trải ra mênh mông, và những bụi cây mọc quanh các trang trại, từng quãng xa, điểm những vết tím than trên cái diện tích rộng lớn ấy mất hút trong chân trời màu ảm đạm.	Köröskörül, amerre szem látott, végtelen sikság terült el, s a tanyák körül sötéten rajzolódó fák-bokrok violaszinbe játszó fekete foltot vetettek itt-ott erre a roppant szürkeségre, mely a messzi látóhatáron a reggeli ég komor szineiben veszett el.
Hắn thấy mình một hóa hai, vừa là sinh viên đi qua một phòng bệnh nhân mổ như trước kia, vừa là trai có vợ nằm ngủ trên giường như lúc nãy.	Félálmában legutóbbi benyomásai összezavarodtak emlékeivel; majd diáknak, majd házasembernek látta magát, hol ágyában feküdt, mint az imént, hol az operáló-asztal körül szorgoskodott, mint hajdan.
Trong đầu óc hắn, hơi ấm của thuốc chườm quyện lẫn với hơi lạnh của sương đêm; hắn nghe thấy tiếng những vòng sắt mắc màn lướt trên gióng giường và tiếng ngáy của vợ mình đang ngủ... Vừa lúc hắn qua Vátxôngvin, hắn thấy ở bờ hào một thằng bé ngồi trên cỏ.	A puhitó borogatás meleg szaga összevegyült fejében a harmatos fü édes illatával; hallotta az ágyfüggönyök vasgyürüinek a csikorgását, amint végig siklanak a vasrudon, majd ismét alvó feleségét látta… Ahogy áthaladt Vassonville-en, egy suhanczot látott meg az uton.
-Ông là y sĩ phải không?	A gyerek az árokparton ült.
- Thằng bé hỏi.	– Maga a doktor?
Trên đường đi, qua câu chuyện của thằng bé dẫn đường, chàng y sĩ hiểu ông Ruôn thuộc tầng lớp nhà nông phong lưu nhất.	Az orvos, utközben, megtudta vezetőjének a beszédjéből, hogy Rouault ur nagyon jómódu gazda.
Đêm trước, khi đánh bài ở nhà một người láng giềng về, ông ta ngã gãy chân.	Előtte való este kitörte a lábát, egy szomszédjától jövet, akinél a Három királyok-at ünnepelték.
Vợ ông ta đã mất từ hai năm nay.	A felesége meghalt már vagy két esztendeje.
Ông ta chỉ còn sống với cô con gái, cô ta giúp bố trông coi việc nhà.	Csak a lánya van vele; a kisasszony, aki a háztartásról gondoskodik.
Bánh xe hằn vết xuống đường sâu hơn.	Az uton szaporodni kezdett s egyre mélyebbé vált a kerékvágás.
Đã gần tới Béctô.	Eszerint már közel lehetnek a tanyához.
Thằng bé chui vào một lỗ rào, đi khuất, rồi trở lại đầu sân, mở cổng.	Egyszerre a kis siheder eltünt; bebujt a sövénynek egy hasadékán, majd ujra megjelent s kinyitotta belülről az udvart elzáró korlátot.
Ngựa nhẹ bước trên cỏ ướt, Sáclơ cúi đầu xuống để qua dưới các cành cây.	Károly lehajolt, hogy a faágak meg ne sértsék az arczát, s beforditotta lovát a dértől nedves avarra.
Nhưng con chó giữ nhà vừa kéo xích vừa sủa ở trong cũi.	A házőrző kutyák ugatva rohantak elő óljaikból, amennyire a lánczuk engedte.
Con ngựa sợ, bước trệch khỏi đường vào.	A ló megijedt és ágaskodni kezdett.
Bề ngoài trang trại có vẻ tươm tất.	A tanya csakugyan jómódra vallott.
Nhìn vào các chuồng ngựa, qua các cửa mở rộng, người ta thấy những con ngựa cày to béo đang bình thản ăn trong những máng mới tinh.	Az istállókban, a tárt kapukon át, hatalmas igás-lovakat lehetett látni, amelyek békésen abrakoltak a vadonatuj rácsozatu jászolban.
Dọc các căn nhà, có rải một đống phân lớn, hơi đang bốc lên; giữa đám gà mái và gà tây, năm sáu con công đang mổ mồi, công là giống sang trọng ở các sân nuôi gà vịt xứ Cô.	Az épületek mentén tekintélyes szemétdomb gőzölgött, s a pulykák és tyukok között öt vagy hat páva szemecskélt, ami a legnagyobb fényüzése a caux-i baromfi-udvaroknak.
Chuồng cừu thì dài, kho lúa thì cao, tường nhẵn thín.	Az akol hosszu, a csűr magas volt; egyik is, másik is sima falú.
Trong một gian trống, có hai cái xe bò to và bốn cái cày, với roi quất, đai cổ, phụ tùng đầy đủ, những đệm len xanh hoen bụi từ các vựa thóc rơi xuống.	A kocsiszinben két nagy szekér és négy eke állott, minden hozzávalóval: jármokkal, ostorokkal, és kék gyapjuból készült ló-takarókkal, melyek már egy kicsit szennyesek voltak a tetőzetről lehulló finom portól.
Một người đàn bà trẻ, mặc áo dài len xanh có ba đường viền, bước ra thềm đón Bôvary rồi đưa hắn vào nhà bếp, ở đó lửa đang rực cháy.	A ház küszöbén Bovary urat egy fiatal nő fogadta, három fodorral diszitett kék merino-ruhában.
Xung quanh là thức ăn sáng của gia nhân đang sôi sục trong những chiếc nồi to nhỏ khác nhau.	Aztán bevezette a konyhába, a hol nagy tűz lángolt.
Xẻng, kẹp chở lửa, ống thổi, tất cả đều to tướng, lóng lánh như thép bóng.	A kandalló belső részében néhány nedves ruha száradt.
Dọc tường lò, xếp một bộ đồ làm bếp phong phú, trên đó ánh lửa cùng ánh sáng đầu tiên của mặt trời dọi qua các ô cửa kính phản ánh không đồng đều.	A lapát, a többféle tűzfogó és a fuvónak a hegye – megannyi óriási méretü szerszám – ugy fénylett, mint a csiszolt aczél; s a falon függő konyha-edényeken ott tükröződött a tűzhely lángjával együtt a kora reggeli napsugár is, amely már beszűrődött a konyha-ablakon.
Sáclơ lên gác thăm bệnh nhân.	Károly felment az emeletre, megnézni a beteget.
Hắn thấy ông ta đắp chăn nằm trên giường, mình mẩy đổ mồ hôi, mũ vải trùm đầu bị quẳng ra xa.	Ágyában találta, dunyhák és paplanok között, izzadtan, jó messzire gyapjusipkájától, melyet, ugy látszik, türelmetlenségében hajitott le az ágyról.
Đó là một con người béo lùn, tuổi năm mươi, da trắng mắt xanh, trán hói, tai đeo khuyên.	Ötven esztendős, zömök kis ember lehetett; fehér bőrü és kék szemü.
Nhưng chợt nhìn thấy người thầy thuốc, ông ta mất hết phấn khởi, chẳng còn chửi rủa như suốt mười hai giờ qua, ông ta xoay ra rên rỉ một cách yếu đuối.	De ahogy az orvost megpillantotta, egyszerre alábbhagyott a vitézkedéssel, s ahelyett, hogy káromkodott volna, mint ahogy már egy fél nap óta cselekedte, elkezdett iszonyatosan nyögni.
Chỗ xương gãy đơn giản, không có biến chứng gì.	A törés egyszerü volt; a bajt semmi se komplikálta.
sáclơ chẳng dám mong gặp trường hợp dễ chịu hơn thế.	Károly nem is kivánhatott volna könnyebb esetet.
Bấy giờ, nhớ lại những dáng dấp của các thầy học dạy mình ngay bên giường kẻ bị thương, hắn lấy lời lẽ ôn tồn khuyến khích bệnh nhân.	Még élénken emlékezett rá, hogyan viselkedtek mesterei a sebesült ágya mellett, s ezek példájára vigasztalni kezdte a beteget, mindenféle jó szóval, afféle sebészi nyájasságokkal, amelyek olyanok, mint az az olaj, amelylyel a metszőkést kenik.
Cái mơn trớn của nhà mổ xẻ khác nào chất dầu nhờn bôi vào những con dao mổ.	Hogy küllőket csinálhasson a tört hely köré, leküldött a kocsiszinbe s felhozatott egy csomó léczet.
Để có những mảnh gỗ bó gãy xương, người ta phải xuống kho xe bò kiếm một bó.	Mivel egy kicsit sokára találta meg a varró-eszközeit, apja türelmetlenkedni kezdett.
